               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.018408,           0.0074189,                   0,             0.83099,             0.58076,             0.74046,             0.38375,            0.040581,            0.027252,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.018736,           0.0074467,                   0,             0.81366,             0.56352,             0.70098,             0.35756,            0.041402,            0.026275,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.018487,           0.0072693,                   0,             0.82216,             0.59553,             0.75122,             0.38255,            0.039749,            0.026427,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.018373,           0.0073285,                   0,             0.84358,             0.53142,             0.71081,             0.37121,            0.040134,            0.031526,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.018379,           0.0072299,                   0,             0.85556,             0.56313,             0.73357,             0.37972,             0.04055,            0.030016,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.018374,           0.0074782,                   0,             0.83002,             0.59591,             0.74677,             0.38957,            0.039444,            0.027523,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.018322,           0.0073599,                   0,              0.8201,               0.623,              0.7513,             0.39086,            0.039058,            0.026616,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.018362,           0.0073692,                   0,             0.78996,             0.60656,             0.74212,              0.3693,            0.041179,            0.025113,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.018055,           0.0072083,                   0,             0.74788,             0.61438,             0.71097,             0.37104,            0.039277,            0.025783,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.018019,           0.0073636,                   0,             0.80834,             0.61667,             0.74137,             0.38751,            0.039159,            0.026016,                   0,            0.002971,            0.002971,            0.002971
